Tag;Attribute;Value;Offset;EndChar;NumChilds;IsaChild
roleName;_family;padre;17308;17866;1;no
roleName;;Rey;17353;17951;1;no
roleName;;Rey;17682;18292;1;no
roleName;;emperador;18167;18801;1;no
placeName;;castiella;18348;18987;1;no
roleName;;infante;18364;19000;1;no
roleName;;infante;18535;19176;1;no
persName;_deity;dios;18636;19277;1;no
placeName;;grec'ia;19017;28741;1;no
roleName;;infante;19058;19717;1;no
placeName;;grec'ia;19183;28741;1;no
roleName;;infante del;19237;19907;1;no
persName;_nckname_deity;criador;19521;20198;1;no
roleName;;caualleros;19824;20514;1;no
roleName;;caualleros;20000;20696;1;no
roleName;;Rey;20102;20796;1;no
roleName;;Rey;20188;20886;1;no
persName;;alexandre;20439;21151;1;no
persName;;Felippo;20450;21161;1;no
persName;;Rey de grec'ia;20461;21179;2;no
roleName;;Rey de;20468;21171;1;no
roleName;_family;padre;20488;20492;1;no
roleName;;Reyna;20507;21218;1;no
persName;;alexandre;20811;21536;1;no
roleName;;infante;21448;22194;1;no
persName;;Nicholao;21591;22344;1;no
roleName;;infante;21806;22564;1;no
persName;;alexandre;21816;21845;1;no
roleName;honorific;don;21889;21891;1;no
roleName;;infante;22051;22817;1;no
persName;;infante c'ierto;22167;22202;2;no
roleName;_family;padre;22330;28741;1;no
roleName;;infante;22451;23238;1;no
persName;;philippo;22547;23337;1;no
roleName;_family;fijo;22557;28741;1;no
roleName;;Reyna;22567;23355;1;no
roleName;_family;fijo;22633;28741;1;no
placeName;;dario;22853;23650;1;no
placeName;;yndia;22898;28741;1;no
placeName;;dario;23046;23849;1;no
roleName;;infante;23066;23872;1;no
roleName;;Rey;23205;24011;1;no
roleName;;infante;23371;24187;1;no
roleName;;escudero;23447;28741;1;no
roleName;;cauallero;23537;28741;1;no
roleName;;cauallero;23676;28741;1;no
persName;_deity;dios;24245;25088;1;no
persName;;alexandre;24566;25424;1;no
roleName;_family;padre;24581;25435;1;no
persName;_deity;dios;24624;25479;1;no
roleName;_family;padre;24695;28741;1;no
persName;_deity;dios;24702;25561;1;no
placeName;;leon;24720;24744;1;no
persName;_deity;dios;24778;25638;1;no
persName;;Pero;24992;25016;1;no
roleName;;infante;25025;25901;1;no
roleName;;infante;25365;26251;1;no
roleName;;Reyna;25577;26467;1;no
persName;_deity;dios;25708;26601;1;no
persName;;Phelippo;25737;26635;1;no
persName;;philippo;25866;26769;1;no
persName;;Rey felipo;26096;27009;2;no
roleName;;Rey;26096;27002;1;no
persName;;Rey filipo;26471;27397;2;no
roleName;;Rey;26471;27390;1;no
roleName;;rey;26645;27567;1;no
roleName;;infante;26950;27888;1;no
roleName;;infante;27102;28048;1;no
roleName;;infante;27277;28227;1;no
roleName;;infante;27465;28422;1;no
persName;;alexandre;27649;28615;1;no
roleName;;infante;27774;28741;1;no
persName;;Pero;27969;27993;1;no
